1	10	9	117332.0000000	0.0001173	29316	1
2	10	11	104157.0000000	0.0001042	16940	1
3	10	13	106231.0000000	0.0001062	-44448	1
4	10	10	94809.0000000	0.0000948	25217	1
5	20	24	271683.0000000	0.0002717	-32021	1
6	20	24	235826.0000000	0.0002358	25130	1
7	20	28	270410.0000000	0.0002704	-41693	1
8	20	26	246646.0000000	0.0002466	-37205	1
9	40	56	642213.0000000	0.0006422	-114203	1
10	40	50	591337.0000000	0.0005913	-31929	1
11	40	50	596457.0000000	0.0005965	-79570	1
12	40	52	607998.0000000	0.0006080	-79741	1
13	80	108	1518758.0000000	0.0015188	-139926	1
14	80	99	1397319.0000000	0.0013973	-198094	1
15	80	104	1416575.0000000	0.0014166	-110571	1
16	80	114	1579113.0000000	0.0015791	-233320	1
17	100	136	2005158.0000000	0.0020052	-141960	1
18	100	129	1934243.0000000	0.0019342	-271743	1
19	100	137	2030205.0000000	0.0020302	-288906	1
20	100	132	1972245.0000000	0.0019722	-229506	1
21	200	267	4553470.0000000	0.0045535	-510185	1
22	200	269	4617491.0000000	0.0046175	-515136	1
23	200	269	4648380.0000000	0.0046484	-444357	1
24	200	267	4668006.0000000	0.0046680	-393278	1
25	400	540	10662799.0000000	0.0106628	-1119906	1
26	400	518	10459264.0000000	0.0104593	-788168	1
27	400	538	10794056.0000000	0.0107941	-895704	1
28	400	526	10574432.0000000	0.0105744	-733645	1
29	800	1063	24189045.0000000	0.0241890	-1541291	1
30	800	1058	24384255.0000000	0.0243843	-1578294	1
31	800	1076	24596515.0000000	0.0245965	-1664316	1
32	800	1049	24159921.0000000	0.0241599	-1652119	1
33	1000	1300	31172075.0000000	0.0311721	-2089013	1
34	1000	1313	31609571.0000000	0.0316096	-1934208	1
35	1000	1328	31798398.0000000	0.0317984	-2229428	1
36	1000	1344	31961175.0000000	0.0319612	-2356163	1
37	2000	2699	73003801.0000000	0.0730038	-4811598	1
38	2000	2654	72015816.0000000	0.0720158	-4739387	1
39	2000	2652	71528595.0000000	0.0715286	-4717250	1
40	2000	2677	72251331.0000000	0.0722513	-4537267	1
41	4000	5360	160635501.0000000	0.1606355	-8722212	1
42	4000	5315	160777409.0000000	0.1607774	-9314968	1
43	4000	5340	161168007.0000000	0.1611680	-9845767	1
44	4000	5368	160452826.0000000	0.1604528	-8681447	1
45	8000	10705	355180797.0000000	0.3551808	-17844628	1
46	8000	10670	356238465.0000000	0.3562385	-18798446	1
47	8000	10662	354496074.0000000	0.3544961	-18741474	1
48	8000	10757	357785056.0000000	0.3577851	-18178610	1
49	10000	13301	456633600.0000000	0.4566336	-22079522	1
50	10000	13340	460126667.0000000	0.4601267	-22338561	1
51	10000	13287	457582843.0000000	0.4575828	-22581384	1
52	10000	13311	459907213.0000000	0.4599072	-22606313	1
53	20000	26667	1004915226.0000000	1.0049152	-45962292	1
54	20000	26826	1007936171.0000000	1.0079362	-45195405	1
55	20000	26673	1001583123.0000000	1.0015831	-47854708	1
56	20000	26670	1002258238.0000000	1.0022582	-46418161	1
57	40000	53415	2205426502.0000000	2.2054265	-92003321	1
58	40000	53446	2225918926.0000000	2.2259189	-94397064	1
59	40000	53242	2224543938.0000000	2.2245439	-88771991	1
60	40000	53319	2231991043.0000000	2.2319910	-93017025	1
61	80000	106914	4931987073.0000000	4.9319871	-186834082	1
62	80000	106633	4946408459.0000000	4.9464085	-185997521	1
63	80000	106586	4926716747.0000000	4.9267167	-182065015	1
64	80000	106554	4932127135.0000000	4.9321271	-180793224	1
65	100000	133395	6361261817.0000000	6.3612618	-230698391	1
66	100000	133214	6353749747.0000000	6.3537497	-230168572	1
67	100000	133524	6368817954.0000000	6.3688180	-231393935	1
68	100000	133463	6395610125.0000000	6.3956101	-231011693	1
